d,FOODS_3_090,FOODS_3_586,FOODS_3_252,FOODS_3_555,FOODS_3_714,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_1311,642,602,337,202,331,2014-08-31,11431,Sunday,2,8,2014,0,0,0
d_1312,592,681,432,273,335,2014-09-01,11431,Monday,3,9,2014,1,1,0
d_1313,363,466,287,182,231,2014-09-02,11431,Tuesday,4,9,2014,1,0,1
d_1314,406,492,312,218,245,2014-09-03,11431,Wednesday,5,9,2014,1,1,1
d_1315,500,475,246,182,205,2014-09-04,11431,Thursday,6,9,2014,1,0,0
d_1316,602,525,279,206,225,2014-09-05,11431,Friday,7,9,2014,1,1,1
d_1317,759,643,400,295,288,2014-09-06,11432,Saturday,1,9,2014,1,1,1
d_1318,626,578,363,268,293,2014-09-07,11432,Sunday,2,9,2014,1,1,0
d_1319,506,448,266,163,227,2014-09-08,11432,Monday,3,9,2014,1,0,1
d_1320,461,467,279,193,178,2014-09-09,11432,Tuesday,4,9,2014,1,1,1
d_1321,449,513,295,176,198,2014-09-10,11432,Wednesday,5,9,2014,1,0,0
d_1322,568,473,293,243,207,2014-09-11,11432,Thursday,6,9,2014,0,1,1
d_1323,698,462,309,190,213,2014-09-12,11432,Friday,7,9,2014,0,1,1
d_1324,848,629,387,239,293,2014-09-13,11433,Saturday,1,9,2014,0,1,0
d_1325,541,529,342,203,259,2014-09-14,11433,Sunday,2,9,2014,0,0,1
d_1326,438,467,263,159,198,2014-09-15,11433,Monday,3,9,2014,0,1,1
d_1327,435,398,259,167,184,2014-09-16,11433,Tuesday,4,9,2014,0,0,0
d_1328,443,419,245,178,154,2014-09-17,11433,Wednesday,5,9,2014,0,0,0
d_1329,506,384,198,166,133,2014-09-18,11433,Thursday,6,9,2014,0,0,0
d_1330,650,486,260,205,209,2014-09-19,11433,Friday,7,9,2014,0,0,0
d_1331,909,601,432,278,292,2014-09-20,11434,Saturday,1,9,2014,0,0,0
d_1332,658,546,383,245,277,2014-09-21,11434,Sunday,2,9,2014,0,0,0
d_1333,480,345,265,178,158,2014-09-22,11434,Monday,3,9,2014,0,0,0
d_1334,496,399,218,162,181,2014-09-23,11434,Tuesday,4,9,2014,0,0,0
d_1335,539,386,202,168,150,2014-09-24,11434,Wednesday,5,9,2014,0,0,0
d_1336,418,368,189,143,161,2014-09-25,11434,Thursday,6,9,2014,0,0,0
d_1337,697,403,309,166,195,2014-09-26,11434,Friday,7,9,2014,0,0,0
d_1338,792,574,338,226,248,2014-09-27,11435,Saturday,1,9,2014,0,0,0
d_1339,610,534,373,217,229,2014-09-28,11435,Sunday,2,9,2014,0,0,0
d_1340,483,384,213,155,167,2014-09-29,11435,Monday,3,9,2014,0,0,0
d_1341,448,367,225,136,152,2014-09-30,11435,Tuesday,4,9,2014,0,0,0
d_1342,460,490,300,199,189,2014-10-01,11435,Wednesday,5,10,2014,1,1,0
d_1343,507,446,286,192,219,2014-10-02,11435,Thursday,6,10,2014,1,0,1
d_1344,686,576,372,250,212,2014-10-03,11435,Friday,7,10,2014,1,1,1
d_1345,912,613,506,282,320,2014-10-04,11436,Saturday,1,10,2014,1,0,0
d_1346,805,566,467,257,258,2014-10-05,11436,Sunday,2,10,2014,1,1,1
d_1347,582,400,285,179,187,2014-10-06,11436,Monday,3,10,2014,1,1,1
d_1348,444,437,280,193,158,2014-10-07,11436,Tuesday,4,10,2014,1,1,0
d_1349,601,404,289,201,179,2014-10-08,11436,Wednesday,5,10,2014,1,0,1
d_1350,542,467,282,212,207,2014-10-09,11436,Thursday,6,10,2014,1,1,1
d_1351,716,483,325,185,192,2014-10-10,11436,Friday,7,10,2014,1,0,0
d_1352,810,546,426,286,261,2014-10-11,11437,Saturday,1,10,2014,0,1,1
d_1353,612,577,378,254,254,2014-10-12,11437,Sunday,2,10,2014,0,1,1
d_1354,489,394,248,183,165,2014-10-13,11437,Monday,3,10,2014,0,1,0
d_1355,332,408,205,158,161,2014-10-14,11437,Tuesday,4,10,2014,0,0,1
d_1356,316,406,241,164,164,2014-10-15,11437,Wednesday,5,10,2014,0,1,1
d_1357,172,380,221,164,186,2014-10-16,11437,Thursday,6,10,2014,0,0,0
d_1358,163,429,298,193,187,2014-10-17,11437,Friday,7,10,2014,0,0,0
d_1359,720,567,374,268,268,2014-10-18,11438,Saturday,1,10,2014,0,0,0
d_1360,749,541,319,227,281,2014-10-19,11438,Sunday,2,10,2014,0,0,0
d_1361,442,406,235,158,121,2014-10-20,11438,Monday,3,10,2014,0,0,0
d_1362,385,371,210,132,140,2014-10-21,11438,Tuesday,4,10,2014,0,0,0
d_1363,489,366,207,155,144,2014-10-22,11438,Wednesday,5,10,2014,0,0,0
d_1364,428,448,237,168,164,2014-10-23,11438,Thursday,6,10,2014,0,0,0
d_1365,622,457,286,189,211,2014-10-24,11438,Friday,7,10,2014,0,0,0
d_1366,791,590,375,212,263,2014-10-25,11439,Saturday,1,10,2014,0,0,0
d_1367,632,522,357,208,208,2014-10-26,11439,Sunday,2,10,2014,0,0,0
d_1368,498,423,242,177,179,2014-10-27,11439,Monday,3,10,2014,0,0,0
d_1369,424,410,196,181,102,2014-10-28,11439,Tuesday,4,10,2014,0,0,0
d_1370,373,390,232,151,161,2014-10-29,11439,Wednesday,5,10,2014,0,0,0
d_1371,552,424,244,204,174,2014-10-30,11439,Thursday,6,10,2014,0,0,0
d_1372,751,437,291,195,186,2014-10-31,11439,Friday,7,10,2014,0,0,0
d_1373,784,548,313,264,264,2014-11-01,11440,Saturday,1,11,2014,1,1,0
d_1374,633,534,294,243,271,2014-11-02,11440,Sunday,2,11,2014,1,0,1
d_1375,472,395,204,178,155,2014-11-03,11440,Monday,3,11,2014,1,1,1
d_1376,493,386,177,158,141,2014-11-04,11440,Tuesday,4,11,2014,1,0,0
d_1377,391,319,186,131,145,2014-11-05,11440,Wednesday,5,11,2014,1,1,1
d_1378,417,382,216,148,144,2014-11-06,11440,Thursday,6,11,2014,1,1,1
d_1379,551,428,236,200,219,2014-11-07,11440,Friday,7,11,2014,1,1,0
d_1380,683,512,397,235,257,2014-11-08,11441,Saturday,1,11,2014,1,0,1
d_1381,674,498,382,254,245,2014-11-09,11441,Sunday,2,11,2014,1,1,1
d_1382,438,339,224,190,162,2014-11-10,11441,Monday,3,11,2014,1,0,0
d_1383,418,356,179,162,130,2014-11-11,11441,Tuesday,4,11,2014,0,1,1
d_1384,362,306,153,137,172,2014-11-12,11441,Wednesday,5,11,2014,0,1,1
d_1385,378,339,166,157,104,2014-11-13,11441,Thursday,6,11,2014,0,1,0
d_1386,567,443,229,201,169,2014-11-14,11441,Friday,7,11,2014,0,0,1
d_1387,631,546,322,271,278,2014-11-15,11442,Saturday,1,11,2014,0,1,1
d_1388,479,552,328,238,211,2014-11-16,11442,Sunday,2,11,2014,0,0,0
d_1389,371,404,171,147,152,2014-11-17,11442,Monday,3,11,2014,0,0,0
d_1390,331,328,190,169,131,2014-11-18,11442,Tuesday,4,11,2014,0,0,0
d_1391,350,372,185,172,147,2014-11-19,11442,Wednesday,5,11,2014,0,0,0
d_1392,509,345,225,170,132,2014-11-20,11442,Thursday,6,11,2014,0,0,0
d_1393,561,408,239,191,146,2014-11-21,11442,Friday,7,11,2014,0,0,0
d_1394,716,522,287,285,241,2014-11-22,11443,Saturday,1,11,2014,0,0,0
d_1395,596,497,307,244,241,2014-11-23,11443,Sunday,2,11,2014,0,0,0
d_1396,516,431,185,212,174,2014-11-24,11443,Monday,3,11,2014,0,0,0
d_1397,644,397,242,215,196,2014-11-25,11443,Tuesday,4,11,2014,0,0,0
d_1398,1353,515,243,251,217,2014-11-26,11443,Wednesday,5,11,2014,0,0,0
d_1399,1284,737,463,375,334,2014-11-27,11443,Thursday,6,11,2014,0,0,0
d_1400,504,545,354,285,245,2014-11-28,11443,Friday,7,11,2014,0,0,0
d_1401,711,469,264,204,235,2014-11-29,11444,Saturday,1,11,2014,0,0,0
d_1402,663,502,275,184,199,2014-11-30,11444,Sunday,2,11,2014,0,0,0
d_1403,1,391,211,177,180,2014-12-01,11444,Monday,3,12,2014,1,1,0
d_1404,0,382,199,187,149,2014-12-02,11444,Tuesday,4,12,2014,1,0,1
d_1405,0,407,247,223,174,2014-12-03,11444,Wednesday,5,12,2014,1,1,1
d_1406,0,442,200,198,171,2014-12-04,11444,Thursday,6,12,2014,1,0,0
d_1407,0,514,277,271,234,2014-12-05,11444,Friday,7,12,2014,1,1,1
d_1408,2,561,358,311,275,2014-12-06,11445,Saturday,1,12,2014,1,1,1
d_1409,0,569,323,257,252,2014-12-07,11445,Sunday,2,12,2014,1,1,0
d_1410,0,439,227,207,175,2014-12-08,11445,Monday,3,12,2014,1,0,1
d_1411,0,414,237,223,150,2014-12-09,11445,Tuesday,4,12,2014,1,1,1
d_1412,4,429,220,197,165,2014-12-10,11445,Wednesday,5,12,2014,1,0,0
d_1413,0,379,173,165,147,2014-12-11,11445,Thursday,6,12,2014,0,1,1
d_1414,0,478,277,244,184,2014-12-12,11445,Friday,7,12,2014,0,1,1
d_1415,24,612,398,304,252,2014-12-13,11446,Saturday,1,12,2014,0,1,0
d_1416,1,587,296,295,249,2014-12-14,11446,Sunday,2,12,2014,0,0,1
d_1417,6,527,225,207,197,2014-12-15,11446,Monday,3,12,2014,0,1,1
d_1418,1,422,222,203,162,2014-12-16,11446,Tuesday,4,12,2014,0,0,0
d_1419,1,415,203,210,162,2014-12-17,11446,Wednesday,5,12,2014,0,0,0
d_1420,0,497,322,297,221,2014-12-18,11446,Thursday,6,12,2014,0,0,0
d_1421,0,532,329,275,193,2014-12-19,11446,Friday,7,12,2014,0,0,0
d_1422,6,656,379,311,302,2014-12-20,11447,Saturday,1,12,2014,0,0,0
d_1423,2,727,364,327,272,2014-12-21,11447,Sunday,2,12,2014,0,0,0
d_1424,0,581,290,255,218,2014-12-22,11447,Monday,3,12,2014,0,0,0
d_1425,0,642,349,329,221,2014-12-23,11447,Tuesday,4,12,2014,0,0,0
d_1426,0,601,273,287,175,2014-12-24,11447,Wednesday,5,12,2014,0,0,0
d_1427,0,2,1,2,0,2014-12-25,11447,Thursday,6,12,2014,0,0,0
d_1428,1,532,297,298,224,2014-12-26,11447,Friday,7,12,2014,0,0,0
d_1429,0,406,258,250,172,2014-12-27,11448,Saturday,1,12,2014,0,0,0
d_1430,1,387,222,198,158,2014-12-28,11448,Sunday,2,12,2014,0,0,0
d_1431,3,289,199,176,130,2014-12-29,11448,Monday,3,12,2014,0,0,0
d_1432,2,319,194,164,136,2014-12-30,11448,Tuesday,4,12,2014,0,0,0
d_1433,0,391,211,196,159,2014-12-31,11448,Wednesday,5,12,2014,0,0,0
d_1434,0,328,200,178,176,2015-01-01,11448,Thursday,6,1,2015,1,1,0
d_1435,0,414,271,234,214,2015-01-02,11448,Friday,7,1,2015,1,0,1
d_1436,0,450,223,236,209,2015-01-03,11449,Saturday,1,1,2015,1,1,1
d_1437,815,423,216,207,183,2015-01-04,11449,Sunday,2,1,2015,1,0,0
d_1438,502,348,167,148,157,2015-01-05,11449,Monday,3,1,2015,1,1,1
d_1439,535,358,191,180,146,2015-01-06,11449,Tuesday,4,1,2015,1,1,1
d_1440,483,316,158,136,132,2015-01-07,11449,Wednesday,5,1,2015,1,1,0
d_1441,431,313,158,164,124,2015-01-08,11449,Thursday,6,1,2015,1,0,1
d_1442,651,342,163,164,126,2015-01-09,11449,Friday,7,1,2015,1,1,1
d_1443,856,423,258,222,204,2015-01-10,11450,Saturday,1,1,2015,1,0,0
d_1444,746,433,235,227,168,2015-01-11,11450,Sunday,2,1,2015,0,1,1
d_1445,446,334,157,155,128,2015-01-12,11450,Monday,3,1,2015,0,1,1
d_1446,427,280,132,166,111,2015-01-13,11450,Tuesday,4,1,2015,0,1,0
d_1447,487,287,153,171,119,2015-01-14,11450,Wednesday,5,1,2015,0,0,1
d_1448,489,326,187,188,136,2015-01-15,11450,Thursday,6,1,2015,0,1,1
d_1449,621,366,211,196,178,2015-01-16,11450,Friday,7,1,2015,0,0,0
d_1450,945,463,274,268,231,2015-01-17,11451,Saturday,1,1,2015,0,0,0
d_1451,731,480,290,220,174,2015-01-18,11451,Sunday,2,1,2015,0,0,0
d_1452,502,335,211,191,151,2015-01-19,11451,Monday,3,1,2015,0,0,0
d_1453,384,291,149,152,129,2015-01-20,11451,Tuesday,4,1,2015,0,0,0
d_1454,439,301,135,137,109,2015-01-21,11451,Wednesday,5,1,2015,0,0,0
d_1455,406,249,136,132,107,2015-01-22,11451,Thursday,6,1,2015,0,0,0
d_1456,707,334,182,145,128,2015-01-23,11451,Friday,7,1,2015,0,0,0
d_1457,797,447,276,215,181,2015-01-24,11452,Saturday,1,1,2015,0,0,0
d_1458,627,394,259,201,164,2015-01-25,11452,Sunday,2,1,2015,0,0,0
d_1459,400,302,143,159,131,2015-01-26,11452,Monday,3,1,2015,0,0,0
d_1460,400,315,138,140,135,2015-01-27,11452,Tuesday,4,1,2015,0,0,0
d_1461,386,305,150,128,114,2015-01-28,11452,Wednesday,5,1,2015,0,0,0
d_1462,425,324,155,143,115,2015-01-29,11452,Thursday,6,1,2015,0,0,0
d_1463,715,358,227,181,184,2015-01-30,11452,Friday,7,1,2015,0,0,0
d_1464,991,484,294,274,243,2015-01-31,11501,Saturday,1,1,2015,0,0,0
d_1465,895,434,263,231,157,2015-02-01,11501,Sunday,2,2,2015,1,1,0
d_1466,476,335,193,198,160,2015-02-02,11501,Monday,3,2,2015,1,0,1
d_1467,393,377,226,195,166,2015-02-03,11501,Tuesday,4,2,2015,1,1,1
d_1468,501,358,196,198,146,2015-02-04,11501,Wednesday,5,2,2015,1,0,0
d_1469,462,354,157,179,132,2015-02-05,11501,Thursday,6,2,2015,1,1,1
d_1470,624,400,244,259,179,2015-02-06,11501,Friday,7,2,2015,1,1,1
d_1471,851,526,363,302,193,2015-02-07,11502,Saturday,1,2,2015,1,1,0
d_1472,687,536,342,302,215,2015-02-08,11502,Sunday,2,2,2015,1,0,1
d_1473,480,421,283,234,168,2015-02-09,11502,Monday,3,2,2015,1,1,1
d_1474,459,380,218,200,151,2015-02-10,11502,Tuesday,4,2,2015,1,0,0
d_1475,598,403,257,201,163,2015-02-11,11502,Wednesday,5,2,2015,0,1,1
d_1476,71,457,268,258,187,2015-02-12,11502,Thursday,6,2,2015,0,1,1
d_1477,0,454,316,236,212,2015-02-13,11502,Friday,7,2,2015,0,1,0
d_1478,0,512,390,252,266,2015-02-14,11503,Saturday,1,2,2015,0,0,1
d_1479,2,515,377,245,222,2015-02-15,11503,Sunday,2,2,2015,0,1,1
d_1480,3,382,229,151,179,2015-02-16,11503,Monday,3,2,2015,0,0,0
d_1481,2,297,172,148,140,2015-02-17,11503,Tuesday,4,2,2015,0,0,0
d_1482,5,313,211,181,137,2015-02-18,11503,Wednesday,5,2,2015,0,0,0
d_1483,0,357,227,194,164,2015-02-19,11503,Thursday,6,2,2015,0,0,0
d_1484,0,373,253,190,154,2015-02-20,11503,Friday,7,2,2015,0,0,0
d_1485,6,517,293,259,263,2015-02-21,11504,Saturday,1,2,2015,0,0,0
d_1486,0,466,340,281,203,2015-02-22,11504,Sunday,2,2,2015,0,0,0
d_1487,0,279,161,144,112,2015-02-23,11504,Monday,3,2,2015,0,0,0
d_1488,1,320,176,161,107,2015-02-24,11504,Tuesday,4,2,2015,0,0,0
d_1489,0,309,185,172,143,2015-02-25,11504,Wednesday,5,2,2015,0,0,0
d_1490,1,321,193,199,128,2015-02-26,11504,Thursday,6,2,2015,0,0,0
d_1491,2,319,219,209,174,2015-02-27,11504,Friday,7,2,2015,0,0,0
d_1492,0,460,340,255,218,2015-02-28,11505,Saturday,1,2,2015,0,0,0
d_1493,2,501,314,255,189,2015-03-01,11505,Sunday,2,3,2015,1,1,0
d_1494,2,305,195,176,133,2015-03-02,11505,Monday,3,3,2015,1,0,1
d_1495,2,401,230,182,127,2015-03-03,11505,Tuesday,4,3,2015,1,1,1
d_1496,2,389,200,169,160,2015-03-04,11505,Wednesday,5,3,2015,1,0,0
d_1497,1,331,196,190,148,2015-03-05,11505,Thursday,6,3,2015,1,1,1
d_1498,0,328,233,218,147,2015-03-06,11505,Friday,7,3,2015,1,1,1
d_1499,0,450,365,264,199,2015-03-07,11506,Saturday,1,3,2015,1,1,0
d_1500,0,435,312,228,174,2015-03-08,11506,Sunday,2,3,2015,1,0,1
d_1501,0,346,221,177,129,2015-03-09,11506,Monday,3,3,2015,1,1,1
d_1502,0,315,212,194,117,2015-03-10,11506,Tuesday,4,3,2015,1,0,0
d_1503,0,340,191,166,139,2015-03-11,11506,Wednesday,5,3,2015,0,1,1
d_1504,710,337,199,188,159,2015-03-12,11506,Thursday,6,3,2015,0,1,1
d_1505,722,421,292,263,170,2015-03-13,11506,Friday,7,3,2015,0,1,0
d_1506,852,523,402,303,304,2015-03-14,11507,Saturday,1,3,2015,0,0,1
d_1507,746,484,392,236,275,2015-03-15,11507,Sunday,2,3,2015,0,1,1
d_1508,435,352,248,217,153,2015-03-16,11507,Monday,3,3,2015,0,0,0
d_1509,396,384,246,207,160,2015-03-17,11507,Tuesday,4,3,2015,0,0,0
d_1510,379,300,250,176,141,2015-03-18,11507,Wednesday,5,3,2015,0,0,0
d_1511,437,339,204,208,134,2015-03-19,11507,Thursday,6,3,2015,0,0,0
d_1512,520,410,301,224,184,2015-03-20,11507,Friday,7,3,2015,0,0,0
d_1513,680,436,323,238,173,2015-03-21,11508,Saturday,1,3,2015,0,0,0
d_1514,585,448,369,228,204,2015-03-22,11508,Sunday,2,3,2015,0,0,0
d_1515,359,346,266,158,129,2015-03-23,11508,Monday,3,3,2015,0,0,0
d_1516,415,247,153,116,101,2015-03-24,11508,Tuesday,4,3,2015,0,0,0
d_1517,354,358,288,219,172,2015-03-25,11508,Wednesday,5,3,2015,0,0,0
d_1518,443,310,276,211,165,2015-03-26,11508,Thursday,6,3,2015,0,0,0
d_1519,559,301,273,188,194,2015-03-27,11508,Friday,7,3,2015,0,0,0
d_1520,699,482,386,242,196,2015-03-28,11509,Saturday,1,3,2015,0,0,0
d_1521,508,427,352,258,253,2015-03-29,11509,Sunday,2,3,2015,0,0,0
d_1522,320,357,218,172,146,2015-03-30,11509,Monday,3,3,2015,0,0,0
d_1523,328,318,223,204,154,2015-03-31,11509,Tuesday,4,3,2015,0,0,0
d_1524,411,379,234,204,161,2015-04-01,11509,Wednesday,5,4,2015,1,1,0
d_1525,467,353,250,208,159,2015-04-02,11509,Thursday,6,4,2015,1,0,1
d_1526,790,526,430,272,244,2015-04-03,11509,Friday,7,4,2015,1,1,1
d_1527,749,563,435,329,223,2015-04-04,11510,Saturday,1,4,2015,1,0,0
d_1528,751,516,347,236,166,2015-04-05,11510,Sunday,2,4,2015,1,1,1
d_1529,455,366,257,172,130,2015-04-06,11510,Monday,3,4,2015,1,1,1
d_1530,351,347,254,170,115,2015-04-07,11510,Tuesday,4,4,2015,1,1,0
d_1531,405,367,243,183,144,2015-04-08,11510,Wednesday,5,4,2015,1,0,1
d_1532,465,343,240,196,166,2015-04-09,11510,Thursday,6,4,2015,1,1,1
d_1533,540,354,246,208,183,2015-04-10,11510,Friday,7,4,2015,1,0,0
d_1534,721,453,384,252,219,2015-04-11,11511,Saturday,1,4,2015,0,1,1
d_1535,628,506,343,233,193,2015-04-12,11511,Sunday,2,4,2015,0,1,1
d_1536,412,373,298,188,159,2015-04-13,11511,Monday,3,4,2015,0,1,0
d_1537,355,315,192,145,136,2015-04-14,11511,Tuesday,4,4,2015,0,0,1
d_1538,397,364,238,190,176,2015-04-15,11511,Wednesday,5,4,2015,0,1,1
d_1539,512,297,246,183,134,2015-04-16,11511,Thursday,6,4,2015,0,0,0
d_1540,639,348,314,171,174,2015-04-17,11511,Friday,7,4,2015,0,0,0
d_1541,886,452,364,214,209,2015-04-18,11512,Saturday,1,4,2015,0,0,0
d_1542,653,513,382,264,193,2015-04-19,11512,Sunday,2,4,2015,0,0,0
d_1543,372,364,200,135,126,2015-04-20,11512,Monday,3,4,2015,0,0,0
d_1544,392,325,198,151,97,2015-04-21,11512,Tuesday,4,4,2015,0,0,0
d_1545,458,347,219,134,123,2015-04-22,11512,Wednesday,5,4,2015,0,0,0
d_1546,414,364,208,198,163,2015-04-23,11512,Thursday,6,4,2015,0,0,0
d_1547,616,383,292,199,148,2015-04-24,11512,Friday,7,4,2015,0,0,0
d_1548,812,495,366,240,164,2015-04-25,11513,Saturday,1,4,2015,0,0,0
d_1549,681,465,311,236,169,2015-04-26,11513,Sunday,2,4,2015,0,0,0
d_1550,473,375,240,151,118,2015-04-27,11513,Monday,3,4,2015,0,0,0
d_1551,399,365,187,127,106,2015-04-28,11513,Tuesday,4,4,2015,0,0,0
d_1552,457,324,207,151,128,2015-04-29,11513,Wednesday,5,4,2015,0,0,0
d_1553,565,369,262,171,170,2015-04-30,11513,Thursday,6,4,2015,0,0,0
d_1554,833,482,381,220,213,2015-05-01,11513,Friday,7,5,2015,1,1,0
d_1555,1150,541,393,229,213,2015-05-02,11514,Saturday,1,5,2015,1,0,1
d_1556,674,501,365,225,240,2015-05-03,11514,Sunday,2,5,2015,1,1,1
d_1557,532,382,231,152,173,2015-05-04,11514,Monday,3,5,2015,1,0,0
d_1558,495,329,209,167,130,2015-05-05,11514,Tuesday,4,5,2015,1,1,1
d_1559,485,413,230,163,133,2015-05-06,11514,Wednesday,5,5,2015,1,1,1
d_1560,534,377,234,171,161,2015-05-07,11514,Thursday,6,5,2015,1,1,0
d_1561,732,465,294,191,225,2015-05-08,11514,Friday,7,5,2015,1,0,1
d_1562,957,575,399,268,267,2015-05-09,11515,Saturday,1,5,2015,1,1,1
d_1563,762,592,281,210,179,2015-05-10,11515,Sunday,2,5,2015,1,0,0
d_1564,428,440,230,196,133,2015-05-11,11515,Monday,3,5,2015,0,1,1
d_1565,594,382,194,166,129,2015-05-12,11515,Tuesday,4,5,2015,0,1,1
d_1566,543,381,199,174,137,2015-05-13,11515,Wednesday,5,5,2015,0,1,0
d_1567,0,386,240,147,132,2015-05-14,11515,Thursday,6,5,2015,0,0,1
d_1568,0,451,239,208,173,2015-05-15,11515,Friday,7,5,2015,0,1,1
d_1569,0,559,356,265,276,2015-05-16,11516,Saturday,1,5,2015,0,0,0
d_1570,1,490,325,224,247,2015-05-17,11516,Sunday,2,5,2015,0,0,0
d_1571,0,382,214,186,164,2015-05-18,11516,Monday,3,5,2015,0,0,0
d_1572,3,358,209,134,135,2015-05-19,11516,Tuesday,4,5,2015,0,0,0
d_1573,0,335,215,157,134,2015-05-20,11516,Wednesday,5,5,2015,0,0,0
d_1574,4,391,233,184,158,2015-05-21,11516,Thursday,6,5,2015,0,0,0
d_1575,1,352,246,203,169,2015-05-22,11516,Friday,7,5,2015,0,0,0
d_1576,0,499,413,247,241,2015-05-23,11517,Saturday,1,5,2015,0,0,0
d_1577,3,484,272,199,198,2015-05-24,11517,Sunday,2,5,2015,0,0,0
d_1578,2,426,263,175,176,2015-05-25,11517,Monday,3,5,2015,0,0,0
d_1579,2,346,198,139,131,2015-05-26,11517,Tuesday,4,5,2015,0,0,0
d_1580,0,336,191,165,152,2015-05-27,11517,Wednesday,5,5,2015,0,0,0
d_1581,1,377,250,153,167,2015-05-28,11517,Thursday,6,5,2015,0,0,0
d_1582,0,427,281,186,205,2015-05-29,11517,Friday,7,5,2015,0,0,0
d_1583,1,463,371,239,222,2015-05-30,11518,Saturday,1,5,2015,0,0,0
d_1584,0,476,363,223,210,2015-05-31,11518,Sunday,2,5,2015,0,0,0
d_1585,4,483,278,194,190,2015-06-01,11518,Monday,3,6,2015,1,1,0
d_1586,0,375,222,205,179,2015-06-02,11518,Tuesday,4,6,2015,1,0,1
d_1587,3,467,269,162,170,2015-06-03,11518,Wednesday,5,6,2015,1,1,1
d_1588,0,460,296,182,225,2015-06-04,11518,Thursday,6,6,2015,1,0,0
d_1589,1,459,332,216,216,2015-06-05,11518,Friday,7,6,2015,1,1,1
d_1590,2,569,448,261,281,2015-06-06,11519,Saturday,1,6,2015,1,1,1
d_1591,0,583,420,235,285,2015-06-07,11519,Sunday,2,6,2015,1,1,0
d_1592,0,486,428,223,223,2015-06-08,11519,Monday,3,6,2015,1,0,1
d_1593,1,479,288,200,195,2015-06-09,11519,Tuesday,4,6,2015,1,1,1
d_1594,0,439,286,210,231,2015-06-10,11519,Wednesday,5,6,2015,1,0,0
d_1595,3,466,265,202,217,2015-06-11,11519,Thursday,6,6,2015,0,1,1
d_1596,9,586,400,250,221,2015-06-12,11519,Friday,7,6,2015,0,1,1
d_1597,0,546,475,228,225,2015-06-13,11520,Saturday,1,6,2015,0,1,0
d_1598,934,553,446,234,297,2015-06-14,11520,Sunday,2,6,2015,0,0,1
d_1599,683,432,337,208,200,2015-06-15,11520,Monday,3,6,2015,0,1,1
d_1600,413,370,206,183,159,2015-06-16,11520,Tuesday,4,6,2015,0,0,0
d_1601,429,390,243,149,187,2015-06-17,11520,Wednesday,5,6,2015,0,0,0
d_1602,507,450,323,207,175,2015-06-18,11520,Thursday,6,6,2015,0,0,0
d_1603,662,447,375,246,233,2015-06-19,11520,Friday,7,6,2015,0,0,0
d_1604,883,605,562,268,291,2015-06-20,11521,Saturday,1,6,2015,0,0,0
d_1605,859,592,452,259,229,2015-06-21,11521,Sunday,2,6,2015,0,0,0
d_1606,484,377,283,138,141,2015-06-22,11521,Monday,3,6,2015,0,0,0
d_1607,494,408,285,175,152,2015-06-23,11521,Tuesday,4,6,2015,0,0,0
d_1608,461,385,346,193,180,2015-06-24,11521,Wednesday,5,6,2015,0,0,0
d_1609,506,459,314,210,195,2015-06-25,11521,Thursday,6,6,2015,0,0,0
d_1610,650,478,383,199,171,2015-06-26,11521,Friday,7,6,2015,0,0,0
d_1611,752,597,447,232,249,2015-06-27,11522,Saturday,1,6,2015,0,0,0
d_1612,637,559,381,230,239,2015-06-28,11522,Sunday,2,6,2015,0,0,0
d_1613,440,397,265,200,180,2015-06-29,11522,Monday,3,6,2015,0,0,0
d_1614,416,393,250,205,182,2015-06-30,11522,Tuesday,4,6,2015,0,0,0
d_1615,521,391,286,183,206,2015-07-01,11522,Wednesday,5,7,2015,1,1,0
d_1616,553,508,359,234,203,2015-07-02,11522,Thursday,6,7,2015,1,0,1
d_1617,1050,708,562,350,287,2015-07-03,11522,Friday,7,7,2015,1,1,1
d_1618,934,573,476,282,247,2015-07-04,11523,Saturday,1,7,2015,1,0,0
d_1619,564,585,468,246,240,2015-07-05,11523,Sunday,2,7,2015,1,1,1
d_1620,487,499,347,212,207,2015-07-06,11523,Monday,3,7,2015,1,1,1
d_1621,469,454,273,206,193,2015-07-07,11523,Tuesday,4,7,2015,1,1,0
d_1622,503,390,247,214,159,2015-07-08,11523,Wednesday,5,7,2015,1,0,1
d_1623,459,475,313,225,224,2015-07-09,11523,Thursday,6,7,2015,1,1,1
d_1624,771,556,303,253,230,2015-07-10,11523,Friday,7,7,2015,1,0,0
d_1625,790,623,478,285,299,2015-07-11,11524,Saturday,1,7,2015,0,1,1
d_1626,675,690,401,255,305,2015-07-12,11524,Sunday,2,7,2015,0,1,1
d_1627,485,477,335,197,232,2015-07-13,11524,Monday,3,7,2015,0,1,0
d_1628,516,481,307,204,184,2015-07-14,11524,Tuesday,4,7,2015,0,0,1
d_1629,568,438,317,235,218,2015-07-15,11524,Wednesday,5,7,2015,0,1,1
d_1630,557,446,337,207,232,2015-07-16,11524,Thursday,6,7,2015,0,0,0
d_1631,775,577,459,292,347,2015-07-17,11524,Friday,7,7,2015,0,0,0
d_1632,927,619,518,324,284,2015-07-18,11525,Saturday,1,7,2015,0,0,0
d_1633,703,637,595,291,321,2015-07-19,11525,Sunday,2,7,2015,0,0,0
