d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_1576,39975,2015-05-23,11517,Saturday,1,5,2015,0,0,0
d_1577,37426,2015-05-24,11517,Sunday,2,5,2015,0,0,0
d_1578,37817,2015-05-25,11517,Monday,3,5,2015,0,0,0
d_1579,30879,2015-05-26,11517,Tuesday,4,5,2015,0,0,0
d_1580,30097,2015-05-27,11517,Wednesday,5,5,2015,0,0,0
d_1581,30216,2015-05-28,11517,Thursday,6,5,2015,0,0,0
d_1582,32925,2015-05-29,11517,Friday,7,5,2015,0,0,0
d_1583,40938,2015-05-30,11518,Saturday,1,5,2015,0,0,0
d_1584,43463,2015-05-31,11518,Sunday,2,5,2015,0,0,0
d_1585,38654,2015-06-01,11518,Monday,3,6,2015,1,1,0
d_1586,37424,2015-06-02,11518,Tuesday,4,6,2015,1,0,1
d_1587,37990,2015-06-03,11518,Wednesday,5,6,2015,1,1,1
d_1588,34922,2015-06-04,11518,Thursday,6,6,2015,1,0,0
d_1589,39889,2015-06-05,11518,Friday,7,6,2015,1,1,1
d_1590,47507,2015-06-06,11519,Saturday,1,6,2015,1,1,1
d_1591,48426,2015-06-07,11519,Sunday,2,6,2015,1,1,0
d_1592,39922,2015-06-08,11519,Monday,3,6,2015,1,0,1
d_1593,38184,2015-06-09,11519,Tuesday,4,6,2015,1,1,1
d_1594,35176,2015-06-10,11519,Wednesday,5,6,2015,1,0,0
d_1595,35585,2015-06-11,11519,Thursday,6,6,2015,0,1,1
d_1596,40282,2015-06-12,11519,Friday,7,6,2015,0,1,1
d_1597,44853,2015-06-13,11520,Saturday,1,6,2015,0,1,0
d_1598,48981,2015-06-14,11520,Sunday,2,6,2015,0,0,1
d_1599,47580,2015-06-15,11520,Monday,3,6,2015,0,1,1
d_1600,31698,2015-06-16,11520,Tuesday,4,6,2015,0,0,0
d_1601,31478,2015-06-17,11520,Wednesday,5,6,2015,0,0,0
d_1602,34425,2015-06-18,11520,Thursday,6,6,2015,0,0,0
d_1603,37829,2015-06-19,11520,Friday,7,6,2015,0,0,0
d_1604,44255,2015-06-20,11521,Saturday,1,6,2015,0,0,0
d_1605,41413,2015-06-21,11521,Sunday,2,6,2015,0,0,0
d_1606,34846,2015-06-22,11521,Monday,3,6,2015,0,0,0
d_1607,33071,2015-06-23,11521,Tuesday,4,6,2015,0,0,0
d_1608,31622,2015-06-24,11521,Wednesday,5,6,2015,0,0,0
d_1609,32376,2015-06-25,11521,Thursday,6,6,2015,0,0,0
d_1610,35945,2015-06-26,11521,Friday,7,6,2015,0,0,0
d_1611,42213,2015-06-27,11522,Saturday,1,6,2015,0,0,0
d_1612,42946,2015-06-28,11522,Sunday,2,6,2015,0,0,0
d_1613,33928,2015-06-29,11522,Monday,3,6,2015,0,0,0
d_1614,32179,2015-06-30,11522,Tuesday,4,6,2015,0,0,0
d_1615,38077,2015-07-01,11522,Wednesday,5,7,2015,1,1,0
d_1616,41844,2015-07-02,11522,Thursday,6,7,2015,1,0,1
d_1617,54154,2015-07-03,11522,Friday,7,7,2015,1,1,1
d_1618,37489,2015-07-04,11523,Saturday,1,7,2015,1,0,0
d_1619,43532,2015-07-05,11523,Sunday,2,7,2015,1,1,1
d_1620,41538,2015-07-06,11523,Monday,3,7,2015,1,1,1
d_1621,37355,2015-07-07,11523,Tuesday,4,7,2015,1,1,0
d_1622,36049,2015-07-08,11523,Wednesday,5,7,2015,1,0,1
d_1623,38210,2015-07-09,11523,Thursday,6,7,2015,1,1,1
d_1624,39895,2015-07-10,11523,Friday,7,7,2015,1,0,0
d_1625,47405,2015-07-11,11524,Saturday,1,7,2015,0,1,1
d_1626,49594,2015-07-12,11524,Sunday,2,7,2015,0,1,1
d_1627,39058,2015-07-13,11524,Monday,3,7,2015,0,1,0
d_1628,36831,2015-07-14,11524,Tuesday,4,7,2015,0,0,1
d_1629,38095,2015-07-15,11524,Wednesday,5,7,2015,0,1,1
d_1630,37478,2015-07-16,11524,Thursday,6,7,2015,0,0,0
d_1631,41847,2015-07-17,11524,Friday,7,7,2015,0,0,0
d_1632,45660,2015-07-18,11525,Saturday,1,7,2015,0,0,0
d_1633,47784,2015-07-19,11525,Sunday,2,7,2015,0,0,0
d_1634,37547,2015-07-20,11525,Monday,3,7,2015,0,0,0
d_1635,34138,2015-07-21,11525,Tuesday,4,7,2015,0,0,0
d_1636,33376,2015-07-22,11525,Wednesday,5,7,2015,0,0,0
d_1637,34195,2015-07-23,11525,Thursday,6,7,2015,0,0,0
d_1638,38441,2015-07-24,11525,Friday,7,7,2015,0,0,0
d_1639,42624,2015-07-25,11526,Saturday,1,7,2015,0,0,0
d_1640,44192,2015-07-26,11526,Sunday,2,7,2015,0,0,0
d_1641,36126,2015-07-27,11526,Monday,3,7,2015,0,0,0
d_1642,32955,2015-07-28,11526,Tuesday,4,7,2015,0,0,0
d_1643,31593,2015-07-29,11526,Wednesday,5,7,2015,0,0,0
d_1644,33587,2015-07-30,11526,Thursday,6,7,2015,0,0,0
d_1645,41478,2015-07-31,11526,Friday,7,7,2015,0,0,0
d_1646,49150,2015-08-01,11527,Saturday,1,8,2015,1,1,0
d_1647,51541,2015-08-02,11527,Sunday,2,8,2015,1,0,1
d_1648,45257,2015-08-03,11527,Monday,3,8,2015,1,1,1
d_1649,37658,2015-08-04,11527,Tuesday,4,8,2015,1,0,0
d_1650,38279,2015-08-05,11527,Wednesday,5,8,2015,1,1,1
d_1651,37798,2015-08-06,11527,Thursday,6,8,2015,1,1,1
d_1652,40137,2015-08-07,11527,Friday,7,8,2015,1,1,0
d_1653,48104,2015-08-08,11528,Saturday,1,8,2015,1,0,1
d_1654,51961,2015-08-09,11528,Sunday,2,8,2015,1,1,1
d_1655,38324,2015-08-10,11528,Monday,3,8,2015,1,0,0
d_1656,36449,2015-08-11,11528,Tuesday,4,8,2015,0,1,1
d_1657,37351,2015-08-12,11528,Wednesday,5,8,2015,0,1,1
d_1658,36055,2015-08-13,11528,Thursday,6,8,2015,0,1,0
d_1659,40762,2015-08-14,11528,Friday,7,8,2015,0,0,1
d_1660,48436,2015-08-15,11529,Saturday,1,8,2015,0,1,1
d_1661,50540,2015-08-16,11529,Sunday,2,8,2015,0,0,0
d_1662,39112,2015-08-17,11529,Monday,3,8,2015,0,0,0
d_1663,35245,2015-08-18,11529,Tuesday,4,8,2015,0,0,0
d_1664,33707,2015-08-19,11529,Wednesday,5,8,2015,0,0,0
d_1665,32516,2015-08-20,11529,Thursday,6,8,2015,0,0,0
d_1666,36963,2015-08-21,11529,Friday,7,8,2015,0,0,0
d_1667,45080,2015-08-22,11530,Saturday,1,8,2015,0,0,0
d_1668,47596,2015-08-23,11530,Sunday,2,8,2015,0,0,0
d_1669,35093,2015-08-24,11530,Monday,3,8,2015,0,0,0
d_1670,31295,2015-08-25,11530,Tuesday,4,8,2015,0,0,0
d_1671,31967,2015-08-26,11530,Wednesday,5,8,2015,0,0,0
d_1672,32076,2015-08-27,11530,Thursday,6,8,2015,0,0,0
d_1673,36251,2015-08-28,11530,Friday,7,8,2015,0,0,0
d_1674,45236,2015-08-29,11531,Saturday,1,8,2015,0,0,0
d_1675,48517,2015-08-30,11531,Sunday,2,8,2015,0,0,0
d_1676,35885,2015-08-31,11531,Monday,3,8,2015,0,0,0
d_1677,37955,2015-09-01,11531,Tuesday,4,9,2015,1,1,0
d_1678,36590,2015-09-02,11531,Wednesday,5,9,2015,1,0,1
d_1679,39619,2015-09-03,11531,Thursday,6,9,2015,1,1,1
d_1680,39270,2015-09-04,11531,Friday,7,9,2015,1,0,0
d_1681,47487,2015-09-05,11532,Saturday,1,9,2015,1,1,1
d_1682,45248,2015-09-06,11532,Sunday,2,9,2015,1,1,1
d_1683,45762,2015-09-07,11532,Monday,3,9,2015,1,1,0
d_1684,36169,2015-09-08,11532,Tuesday,4,9,2015,1,0,1
d_1685,38102,2015-09-09,11532,Wednesday,5,9,2015,1,1,1
d_1686,35693,2015-09-10,11532,Thursday,6,9,2015,1,0,0
d_1687,40286,2015-09-11,11532,Friday,7,9,2015,0,1,1
d_1688,50103,2015-09-12,11533,Saturday,1,9,2015,0,1,1
d_1689,51340,2015-09-13,11533,Sunday,2,9,2015,0,1,0
d_1690,38071,2015-09-14,11533,Monday,3,9,2015,0,0,1
d_1691,37425,2015-09-15,11533,Tuesday,4,9,2015,0,1,1
d_1692,33645,2015-09-16,11533,Wednesday,5,9,2015,0,0,0
d_1693,33998,2015-09-17,11533,Thursday,6,9,2015,0,0,0
d_1694,38689,2015-09-18,11533,Friday,7,9,2015,0,0,0
d_1695,48279,2015-09-19,11534,Saturday,1,9,2015,0,0,0
d_1696,49979,2015-09-20,11534,Sunday,2,9,2015,0,0,0
d_1697,36145,2015-09-21,11534,Monday,3,9,2015,0,0,0
d_1698,33518,2015-09-22,11534,Tuesday,4,9,2015,0,0,0
d_1699,33497,2015-09-23,11534,Wednesday,5,9,2015,0,0,0
d_1700,32967,2015-09-24,11534,Thursday,6,9,2015,0,0,0
d_1701,38680,2015-09-25,11534,Friday,7,9,2015,0,0,0
d_1702,46636,2015-09-26,11535,Saturday,1,9,2015,0,0,0
d_1703,47613,2015-09-27,11535,Sunday,2,9,2015,0,0,0
d_1704,34262,2015-09-28,11535,Monday,3,9,2015,0,0,0
d_1705,30615,2015-09-29,11535,Tuesday,4,9,2015,0,0,0
d_1706,31270,2015-09-30,11535,Wednesday,5,9,2015,0,0,0
d_1707,37677,2015-10-01,11535,Thursday,6,10,2015,1,1,0
d_1708,44376,2015-10-02,11535,Friday,7,10,2015,1,0,1
d_1709,54687,2015-10-03,11536,Saturday,1,10,2015,1,1,1
d_1710,52895,2015-10-04,11536,Sunday,2,10,2015,1,0,0
d_1711,42474,2015-10-05,11536,Monday,3,10,2015,1,1,1
d_1712,38855,2015-10-06,11536,Tuesday,4,10,2015,1,1,1
d_1713,35887,2015-10-07,11536,Wednesday,5,10,2015,1,1,0
d_1714,37819,2015-10-08,11536,Thursday,6,10,2015,1,0,1
d_1715,43595,2015-10-09,11536,Friday,7,10,2015,1,1,1
d_1716,48787,2015-10-10,11537,Saturday,1,10,2015,1,0,0
d_1717,49704,2015-10-11,11537,Sunday,2,10,2015,0,1,1
d_1718,42240,2015-10-12,11537,Monday,3,10,2015,0,1,1
d_1719,35681,2015-10-13,11537,Tuesday,4,10,2015,0,1,0
d_1720,34248,2015-10-14,11537,Wednesday,5,10,2015,0,0,1
d_1721,36353,2015-10-15,11537,Thursday,6,10,2015,0,1,1
d_1722,38422,2015-10-16,11537,Friday,7,10,2015,0,0,0
d_1723,47813,2015-10-17,11538,Saturday,1,10,2015,0,0,0
d_1724,48964,2015-10-18,11538,Sunday,2,10,2015,0,0,0
d_1725,35302,2015-10-19,11538,Monday,3,10,2015,0,0,0
d_1726,33104,2015-10-20,11538,Tuesday,4,10,2015,0,0,0
d_1727,32411,2015-10-21,11538,Wednesday,5,10,2015,0,0,0
d_1728,32770,2015-10-22,11538,Thursday,6,10,2015,0,0,0
d_1729,38021,2015-10-23,11538,Friday,7,10,2015,0,0,0
d_1730,45006,2015-10-24,11539,Saturday,1,10,2015,0,0,0
d_1731,46179,2015-10-25,11539,Sunday,2,10,2015,0,0,0
d_1732,35092,2015-10-26,11539,Monday,3,10,2015,0,0,0
d_1733,32319,2015-10-27,11539,Tuesday,4,10,2015,0,0,0
d_1734,31267,2015-10-28,11539,Wednesday,5,10,2015,0,0,0
d_1735,33232,2015-10-29,11539,Thursday,6,10,2015,0,0,0
d_1736,40514,2015-10-30,11539,Friday,7,10,2015,0,0,0
d_1737,42743,2015-10-31,11540,Saturday,1,10,2015,0,0,0
d_1738,46994,2015-11-01,11540,Sunday,2,11,2015,1,1,0
d_1739,36457,2015-11-02,11540,Monday,3,11,2015,1,0,1
d_1740,37997,2015-11-03,11540,Tuesday,4,11,2015,1,1,1
d_1741,32102,2015-11-04,11540,Wednesday,5,11,2015,1,0,0
d_1742,34675,2015-11-05,11540,Thursday,6,11,2015,1,1,1
d_1743,39621,2015-11-06,11540,Friday,7,11,2015,1,1,1
d_1744,47341,2015-11-07,11541,Saturday,1,11,2015,1,1,0
d_1745,48411,2015-11-08,11541,Sunday,2,11,2015,1,0,1
d_1746,36915,2015-11-09,11541,Monday,3,11,2015,1,1,1
d_1747,33374,2015-11-10,11541,Tuesday,4,11,2015,1,0,0
d_1748,33338,2015-11-11,11541,Wednesday,5,11,2015,0,1,1
d_1749,33242,2015-11-12,11541,Thursday,6,11,2015,0,1,1
d_1750,36195,2015-11-13,11541,Friday,7,11,2015,0,1,0
d_1751,47342,2015-11-14,11542,Saturday,1,11,2015,0,0,1
d_1752,49755,2015-11-15,11542,Sunday,2,11,2015,0,1,1
d_1753,35735,2015-11-16,11542,Monday,3,11,2015,0,0,0
d_1754,29174,2015-11-17,11542,Tuesday,4,11,2015,0,0,0
d_1755,32160,2015-11-18,11542,Wednesday,5,11,2015,0,0,0
d_1756,32365,2015-11-19,11542,Thursday,6,11,2015,0,0,0
d_1757,38357,2015-11-20,11542,Friday,7,11,2015,0,0,0
d_1758,42793,2015-11-21,11543,Saturday,1,11,2015,0,0,0
d_1759,44925,2015-11-22,11543,Sunday,2,11,2015,0,0,0
d_1760,35140,2015-11-23,11543,Monday,3,11,2015,0,0,0
d_1761,34222,2015-11-24,11543,Tuesday,4,11,2015,0,0,0
d_1762,40124,2015-11-25,11543,Wednesday,5,11,2015,0,0,0
d_1763,23631,2015-11-26,11543,Thursday,6,11,2015,0,0,0
d_1764,27581,2015-11-27,11543,Friday,7,11,2015,0,0,0
d_1765,34212,2015-11-28,11544,Saturday,1,11,2015,0,0,0
d_1766,37782,2015-11-29,11544,Sunday,2,11,2015,0,0,0
d_1767,32016,2015-11-30,11544,Monday,3,11,2015,0,0,0
d_1768,34818,2015-12-01,11544,Tuesday,4,12,2015,1,1,0
d_1769,33732,2015-12-02,11544,Wednesday,5,12,2015,1,0,1
d_1770,38029,2015-12-03,11544,Thursday,6,12,2015,1,1,1
d_1771,38187,2015-12-04,11544,Friday,7,12,2015,1,0,0
d_1772,47025,2015-12-05,11545,Saturday,1,12,2015,1,1,1
d_1773,48415,2015-12-06,11545,Sunday,2,12,2015,1,1,1
d_1774,35408,2015-12-07,11545,Monday,3,12,2015,1,1,0
d_1775,32913,2015-12-08,11545,Tuesday,4,12,2015,1,0,1
d_1776,33690,2015-12-09,11545,Wednesday,5,12,2015,1,1,1
d_1777,32159,2015-12-10,11545,Thursday,6,12,2015,1,0,0
d_1778,36343,2015-12-11,11545,Friday,7,12,2015,0,1,1
d_1779,45975,2015-12-12,11546,Saturday,1,12,2015,0,1,1
d_1780,45133,2015-12-13,11546,Sunday,2,12,2015,0,1,0
d_1781,37522,2015-12-14,11546,Monday,3,12,2015,0,0,1
d_1782,36130,2015-12-15,11546,Tuesday,4,12,2015,0,1,1
d_1783,34123,2015-12-16,11546,Wednesday,5,12,2015,0,0,0
d_1784,35454,2015-12-17,11546,Thursday,6,12,2015,0,0,0
d_1785,34756,2015-12-18,11546,Friday,7,12,2015,0,0,0
d_1786,43488,2015-12-19,11547,Saturday,1,12,2015,0,0,0
d_1787,43011,2015-12-20,11547,Sunday,2,12,2015,0,0,0
d_1788,35522,2015-12-21,11547,Monday,3,12,2015,0,0,0
d_1789,36612,2015-12-22,11547,Tuesday,4,12,2015,0,0,0
d_1790,38752,2015-12-23,11547,Wednesday,5,12,2015,0,0,0
d_1791,36227,2015-12-24,11547,Thursday,6,12,2015,0,0,0
d_1792,14,2015-12-25,11547,Friday,7,12,2015,0,0,0
d_1793,38377,2015-12-26,11548,Saturday,1,12,2015,0,0,0
d_1794,35378,2015-12-27,11548,Sunday,2,12,2015,0,0,0
d_1795,29964,2015-12-28,11548,Monday,3,12,2015,0,0,0
d_1796,31893,2015-12-29,11548,Tuesday,4,12,2015,0,0,0
d_1797,34127,2015-12-30,11548,Wednesday,5,12,2015,0,0,0
d_1798,43059,2015-12-31,11548,Thursday,6,12,2015,0,0,0
d_1799,32651,2016-01-01,11548,Friday,7,1,2016,1,1,0
d_1800,44737,2016-01-02,11549,Saturday,1,1,2016,1,0,1
d_1801,44340,2016-01-03,11549,Sunday,2,1,2016,1,1,1
d_1802,36693,2016-01-04,11549,Monday,3,1,2016,1,0,0
d_1803,35306,2016-01-05,11549,Tuesday,4,1,2016,1,1,1
d_1804,32685,2016-01-06,11549,Wednesday,5,1,2016,1,1,1
d_1805,35944,2016-01-07,11549,Thursday,6,1,2016,1,1,0
d_1806,38936,2016-01-08,11549,Friday,7,1,2016,1,0,1
d_1807,52880,2016-01-09,11550,Saturday,1,1,2016,1,1,1
d_1808,47369,2016-01-10,11550,Sunday,2,1,2016,1,0,0
d_1809,37986,2016-01-11,11550,Monday,3,1,2016,0,1,1
d_1810,35122,2016-01-12,11550,Tuesday,4,1,2016,0,1,1
d_1811,32231,2016-01-13,11550,Wednesday,5,1,2016,0,1,0
d_1812,35856,2016-01-14,11550,Thursday,6,1,2016,0,0,1
d_1813,41790,2016-01-15,11550,Friday,7,1,2016,0,1,1
d_1814,51146,2016-01-16,11551,Saturday,1,1,2016,0,0,0
d_1815,45533,2016-01-17,11551,Sunday,2,1,2016,0,0,0
d_1816,38340,2016-01-18,11551,Monday,3,1,2016,0,0,0
d_1817,31988,2016-01-19,11551,Tuesday,4,1,2016,0,0,0
d_1818,32684,2016-01-20,11551,Wednesday,5,1,2016,0,0,0
d_1819,31779,2016-01-21,11551,Thursday,6,1,2016,0,0,0
d_1820,36307,2016-01-22,11551,Friday,7,1,2016,0,0,0
d_1821,48927,2016-01-23,11552,Saturday,1,1,2016,0,0,0
d_1822,47832,2016-01-24,11552,Sunday,2,1,2016,0,0,0
d_1823,34389,2016-01-25,11552,Monday,3,1,2016,0,0,0
d_1824,30446,2016-01-26,11552,Tuesday,4,1,2016,0,0,0
d_1825,31349,2016-01-27,11552,Wednesday,5,1,2016,0,0,0
d_1826,32466,2016-01-28,11552,Thursday,6,1,2016,0,0,0
d_1827,37639,2016-01-29,11552,Friday,7,1,2016,0,0,0
d_1828,49104,2016-01-30,11601,Saturday,1,1,2016,0,0,0
d_1829,50831,2016-01-31,11601,Sunday,2,1,2016,0,0,0
d_1830,41714,2016-02-01,11601,Monday,3,2,2016,1,1,0
d_1831,34928,2016-02-02,11601,Tuesday,4,2,2016,1,0,1
d_1832,39340,2016-02-03,11601,Wednesday,5,2,2016,1,1,1
d_1833,35424,2016-02-04,11601,Thursday,6,2,2016,1,0,0
d_1834,40193,2016-02-05,11601,Friday,7,2,2016,1,1,1
d_1835,55040,2016-02-06,11602,Saturday,1,2,2016,1,1,1
d_1836,46893,2016-02-07,11602,Sunday,2,2,2016,1,1,0
d_1837,36804,2016-02-08,11602,Monday,3,2,2016,1,0,1
d_1838,38513,2016-02-09,11602,Tuesday,4,2,2016,1,1,1
d_1839,39353,2016-02-10,11602,Wednesday,5,2,2016,1,0,0
d_1840,44584,2016-02-11,11602,Thursday,6,2,2016,0,1,1
d_1841,44222,2016-02-12,11602,Friday,7,2,2016,0,1,1
d_1842,53715,2016-02-13,11603,Saturday,1,2,2016,0,1,0
d_1843,48337,2016-02-14,11603,Sunday,2,2,2016,0,0,1
d_1844,46152,2016-02-15,11603,Monday,3,2,2016,0,1,1
d_1845,37702,2016-02-16,11603,Tuesday,4,2,2016,0,0,0
d_1846,36545,2016-02-17,11603,Wednesday,5,2,2016,0,0,0
d_1847,36436,2016-02-18,11603,Thursday,6,2,2016,0,0,0
d_1848,40392,2016-02-19,11603,Friday,7,2,2016,0,0,0
d_1849,50857,2016-02-20,11604,Saturday,1,2,2016,0,0,0
d_1850,52081,2016-02-21,11604,Sunday,2,2,2016,0,0,0
d_1851,37328,2016-02-22,11604,Monday,3,2,2016,0,0,0
d_1852,33981,2016-02-23,11604,Tuesday,4,2,2016,0,0,0
d_1853,34068,2016-02-24,11604,Wednesday,5,2,2016,0,0,0
d_1854,34615,2016-02-25,11604,Thursday,6,2,2016,0,0,0
d_1855,37649,2016-02-26,11604,Friday,7,2,2016,0,0,0
d_1856,47887,2016-02-27,11605,Saturday,1,2,2016,0,0,0
d_1857,50915,2016-02-28,11605,Sunday,2,2,2016,0,0,0
d_1858,37259,2016-02-29,11605,Monday,3,2,2016,0,0,0
d_1859,36536,2016-03-01,11605,Tuesday,4,3,2016,1,1,0
d_1860,38458,2016-03-02,11605,Wednesday,5,3,2016,1,0,1
d_1861,41459,2016-03-03,11605,Thursday,6,3,2016,1,1,1
d_1862,39325,2016-03-04,11605,Friday,7,3,2016,1,0,0
d_1863,52322,2016-03-05,11606,Saturday,1,3,2016,1,1,1
d_1864,57218,2016-03-06,11606,Sunday,2,3,2016,1,1,1
d_1865,40562,2016-03-07,11606,Monday,3,3,2016,1,1,0
d_1866,37727,2016-03-08,11606,Tuesday,4,3,2016,1,0,1
d_1867,37032,2016-03-09,11606,Wednesday,5,3,2016,1,1,1
d_1868,38267,2016-03-10,11606,Thursday,6,3,2016,1,0,0
d_1869,40887,2016-03-11,11606,Friday,7,3,2016,0,1,1
d_1870,52711,2016-03-12,11607,Saturday,1,3,2016,0,1,1
d_1871,51421,2016-03-13,11607,Sunday,2,3,2016,0,1,0
d_1872,42035,2016-03-14,11607,Monday,3,3,2016,0,0,1
d_1873,40117,2016-03-15,11607,Tuesday,4,3,2016,0,1,1
d_1874,36606,2016-03-16,11607,Wednesday,5,3,2016,0,0,0
d_1875,35009,2016-03-17,11607,Thursday,6,3,2016,0,0,0
d_1876,39652,2016-03-18,11607,Friday,7,3,2016,0,0,0
d_1877,46181,2016-03-19,11608,Saturday,1,3,2016,0,0,0
d_1878,47825,2016-03-20,11608,Sunday,2,3,2016,0,0,0
d_1879,37360,2016-03-21,11608,Monday,3,3,2016,0,0,0
d_1880,35475,2016-03-22,11608,Tuesday,4,3,2016,0,0,0
d_1881,34786,2016-03-23,11608,Wednesday,5,3,2016,0,0,0
d_1882,34003,2016-03-24,11608,Thursday,6,3,2016,0,0,0
d_1883,45611,2016-03-25,11608,Friday,7,3,2016,0,0,0
d_1884,53863,2016-03-26,11609,Saturday,1,3,2016,0,0,0
d_1885,46360,2016-03-27,11609,Sunday,2,3,2016,0,0,0
d_1886,36041,2016-03-28,11609,Monday,3,3,2016,0,0,0
d_1887,33857,2016-03-29,11609,Tuesday,4,3,2016,0,0,0
d_1888,32359,2016-03-30,11609,Wednesday,5,3,2016,0,0,0
d_1889,34681,2016-03-31,11609,Thursday,6,3,2016,0,0,0
d_1890,45536,2016-04-01,11609,Friday,7,4,2016,1,1,0
d_1891,52672,2016-04-02,11610,Saturday,1,4,2016,1,0,1
d_1892,56425,2016-04-03,11610,Sunday,2,4,2016,1,1,1
d_1893,40418,2016-04-04,11610,Monday,3,4,2016,1,0,0
d_1894,39683,2016-04-05,11610,Tuesday,4,4,2016,1,1,1
d_1895,39134,2016-04-06,11610,Wednesday,5,4,2016,1,1,1
d_1896,38116,2016-04-07,11610,Thursday,6,4,2016,1,1,0
d_1897,43220,2016-04-08,11610,Friday,7,4,2016,1,0,1
d_1898,56340,2016-04-09,11611,Saturday,1,4,2016,1,1,1
d_1899,53856,2016-04-10,11611,Sunday,2,4,2016,1,0,0
d_1900,42427,2016-04-11,11611,Monday,3,4,2016,0,1,1
d_1901,39069,2016-04-12,11611,Tuesday,4,4,2016,0,1,1
d_1902,35193,2016-04-13,11611,Wednesday,5,4,2016,0,1,0
d_1903,37529,2016-04-14,11611,Thursday,6,4,2016,0,0,1
d_1904,41789,2016-04-15,11611,Friday,7,4,2016,0,1,1
d_1905,48362,2016-04-16,11612,Saturday,1,4,2016,0,0,0
d_1906,51640,2016-04-17,11612,Sunday,2,4,2016,0,0,0
d_1907,38059,2016-04-18,11612,Monday,3,4,2016,0,0,0
d_1908,37570,2016-04-19,11612,Tuesday,4,4,2016,0,0,0
d_1909,35343,2016-04-20,11612,Wednesday,5,4,2016,0,0,0
d_1910,35033,2016-04-21,11612,Thursday,6,4,2016,0,0,0
d_1911,40517,2016-04-22,11612,Friday,7,4,2016,0,0,0
d_1912,48962,2016-04-23,11613,Saturday,1,4,2016,0,0,0
d_1913,49795,2016-04-24,11613,Sunday,2,4,2016,0,0,0
